powerInW,timeInMinutes
434.78,0
434.78,1
434.78,2
434.78,3
434.78,4
434.78,5
434.78,6
434.78,7
434.78,8
434.78,9
434.78,10
434.78,11
434.78,12
434.78,13
434.78,14
434.78,15
434.78,16
434.78,17
434.78,18
434.78,19
434.78,20
434.78,21
434.78,22
434.78,23
434.78,24
434.78,25
434.78,26
434.78,27
434.78,28
434.78,29
434.78,30
434.78,31
434.78,32
434.78,33
434.78,34
434.78,35
434.78,36
434.78,37
434.78,38
434.78,39
434.78,40
434.78,41
434.78,42
434.78,43
434.78,44
434.78,45
434.78,46
434.78,47
434.78,48
434.78,49
434.78,50
434.78,51
434.78,52
434.78,53
434.78,54
434.78,55
434.78,56
434.78,57
434.78,58
434.78,59
434.78,60
434.78,61
434.78,62
434.78,63
434.78,64
434.78,65
434.78,66
434.78,67
434.78,68
434.78,69
434.78,70
434.78,71
434.78,72
434.78,73
434.78,74
434.78,75
434.78,76
434.78,77
434.78,78
434.78,79
434.78,80
434.78,81
434.78,82
434.78,83
434.78,84
434.78,85
434.78,86
434.78,87
434.78,88
434.78,89
434.78,90
434.78,91
434.78,92
434.78,93
434.78,94
434.78,95
434.78,96
434.78,97
434.78,98
434.78,99
434.78,100
434.78,101
434.78,102
434.78,103
434.78,104
434.78,105
434.78,106
434.78,107
434.78,108
434.78,109
434.78,110
434.78,111
434.78,112
434.78,113
434.78,114
434.78,115
434.78,116
434.78,117
434.78,118
434.78,119
434.78,120
434.78,121
434.78,122
434.78,123
434.78,124
434.78,125
434.78,126
434.78,127
434.78,128
434.78,129
434.78,130
434.78,131
434.78,132
434.78,133
434.78,134
434.78,135
434.78,136
434.78,137
434.78,138
434.78,139
434.78,140
434.78,141
434.78,142
434.78,143
434.78,144
434.78,145
434.78,146
434.78,147
434.78,148
434.78,149
434.78,150
434.78,151
434.78,152
434.78,153
434.78,154
434.78,155
434.78,156
434.78,157
434.78,158
434.78,159
434.78,160
434.78,161
434.78,162
434.78,163
434.78,164
434.78,165
434.78,166
434.78,167
434.78,168
434.78,169
434.78,170
434.78,171
434.78,172
434.78,173
434.78,174
434.78,175
434.78,176
434.78,177
434.78,178
434.78,179
434.78,180
434.78,181
434.78,182
434.78,183
434.78,184
434.78,185
434.78,186
434.78,187
434.78,188
434.78,189
434.78,190
434.78,191
434.78,192
434.78,193
434.78,194
434.78,195
434.78,196
434.78,197
434.78,198
434.78,199
434.78,200
434.78,201
434.78,202
434.78,203
434.78,204
434.78,205
434.78,206
434.78,207
434.78,208
434.78,209
434.78,210
434.78,211
434.78,212
434.78,213
434.78,214
434.78,215
434.78,216
434.78,217
434.78,218
434.78,219
434.78,220
434.78,221
434.78,222
434.78,223
434.78,224
434.78,225
434.78,226
434.78,227
434.78,228
434.78,229
434.78,230
434.78,231
434.78,232
434.78,233
434.78,234
434.78,235
434.78,236
434.78,237
434.78,238
434.78,239
434.78,240
