powerInW,timeInMinutes
41.6,0
46.32,1
41.96,2
46.14,3
45.9,4
44.02,5
43.82,6
41.83,7
43.76,8
45.14,9
43.83,10
42.92,11
44.49,12
44.29,13
43.45,14
45.02,15
46.66,16
45.61,17
43.41,18
42.87,19
41.81,20
43.7,21
43.02,22
41.3,23
41.97,24
43.6,25
44.83,26
44.44,27
40.32,28
43.41,29
44.07,30
45.56,31
43.73,32
41.68,33
42.63,34
43.78,35
42.42,36
42.15,37
46.69,38
44.32,39
44.55,40
43.95,41
45.66,42
45.38,43
49.16,44
43.42,45
44.47,46
45.24,47
39.69,48
42.18,49
43.67,50
43.41,51
41.41,52
44.97,53
42.27,54
45.35,55
42.6,56
46.71,57
42.15,58
44.61,59
45.51,60
40.61,61
46.73,62
46.68,63
45.24,64
42.1,65
43.55,66
42.34,67
44.12,68
43.87,69
43.98,70
44.26,71
41.3,72
42.13,73
43.34,74
41.78,75
43.85,76
43.29,77
43.55,78
43.84,79
42.98,80
44.69,81
42.22,82
42.28,83
44.03,84
44.0,85
41.54,86
45.05,87
43.14,88
42.57,89
42.54,90
41.64,91
44.0,92
44.55,93
45.29,94
41.09,95
43.23,96
45.73,97
41.38,98
46.14,99
46.25,100
42.07,101
42.99,102
44.34,103
46.13,104
43.42,105
43.68,106
44.37,107
41.0,108
43.36,109
47.1,110
44.2,111
43.36,112
42.69,113
47.08,114
43.25,115
46.74,116
44.33,117
46.93,118
43.87,119
43.91,120
43.13,121
43.07,122
44.96,123
47.36,124
40.8,125
42.83,126
45.32,127
42.81,128
44.81,129
42.93,130
44.79,131
40.97,132
43.67,133
41.04,134
42.69,135
43.57,136
45.12,137
45.83,138
43.21,139
44.36,140
43.09,141
44.08,142
43.04,143
43.02,144
42.47,145
44.85,146
40.08,147
42.56,148
41.74,149
43.41,150
40.8,151
44.14,152
42.02,153
48.3,154
44.33,155
41.08,156
42.26,157
43.6,158
45.46,159
42.56,160
44.42,161
43.44,162
40.12,163
45.49,164
42.05,165
45.11,166
41.9,167
44.32,168
43.93,169
44.5,170
44.61,171
41.68,172
43.18,173
47.6,174
42.01,175
45.12,176
41.55,177
42.75,178
46.3,179
42.47,180
42.97,181
41.84,182
44.08,183
40.9,184
43.71,185
40.77,186
44.57,187
41.92,188
46.29,189
44.63,190
45.68,191
48.42,192
45.99,193
43.64,194
47.56,195
42.32,196
43.17,197
40.9,198
41.86,199
47.03,200
43.28,201
39.7,202
44.13,203
43.16,204
40.16,205
44.4,206
44.82,207
45.99,208
42.6,209
42.1,210
43.41,211
39.7,212
44.41,213
40.35,214
42.03,215
43.72,216
47.42,217
45.1,218
43.38,219
42.56,220
44.75,221
45.4,222
44.08,223
43.72,224
44.26,225
43.84,226
43.3,227
41.53,228
44.18,229
41.31,230
41.25,231
42.35,232
44.26,233
40.85,234
44.15,235
41.2,236
42.09,237
43.38,238
45.4,239
39.24,240
45.63,241
42.86,242
46.09,243
41.88,244
44.91,245
45.2,246
41.73,247
41.1,248
44.73,249
42.3,250
45.91,251
44.21,252
38.85,253
44.63,254
43.51,255
45.37,256
44.51,257
44.98,258
41.97,259
43.13,260
41.8,261
46.39,262
42.42,263
46.65,264
45.68,265
37.8,266
45.53,267
42.18,268
46.33,269
43.05,270
43.27,271
43.23,272
42.44,273
44.57,274
45.41,275
46.87,276
40.46,277
43.17,278
45.16,279
44.06,280
43.97,281
42.15,282
44.58,283
42.29,284
45.24,285
43.11,286
44.87,287
42.95,288
44.51,289
44.73,290
43.07,291
45.02,292
42.6,293
42.66,294
41.07,295
41.66,296
48.21,297
41.01,298
44.19,299
44.87,300
40.59,301
44.12,302
43.44,303
43.34,304
40.94,305
44.8,306
44.0,307
45.16,308
41.37,309
43.15,310
44.22,311
43.54,312
43.84,313
47.12,314
45.68,315
42.43,316
42.1,317
43.2,318
40.92,319
42.22,320
39.7,321
45.7,322
44.27,323
43.4,324
43.88,325
42.82,326
39.79,327
41.88,328
44.51,329
44.76,330
46.72,331
41.87,332
42.37,333
44.68,334
42.54,335
42.3,336
41.5,337
43.54,338
44.2,339
44.7,340
44.33,341
42.63,342
46.97,343
43.67,344
44.8,345
40.81,346
43.16,347
45.86,348
45.83,349
42.93,350
47.65,351
45.59,352
42.26,353
46.15,354
40.88,355
43.89,356
44.58,357
45.47,358
43.75,359
42.92,360
43.87,361
46.27,362
44.35,363
44.07,364
43.16,365
45.26,366
41.12,367
41.65,368
42.52,369
44.88,370
42.13,371
46.08,372
39.91,373
46.6,374
43.85,375
43.72,376
44.82,377
43.6,378
43.97,379
44.92,380
40.29,381
43.1,382
41.63,383
44.02,384
44.82,385
43.3,386
44.13,387
43.83,388
43.26,389
44.48,390
40.26,391
41.78,392
42.44,393
43.3,394
44.32,395
42.42,396
43.3,397
43.73,398
43.85,399
44.07,400
41.12,401
46.09,402
45.38,403
52.03,404
65.92,405
62.46,406
61.04,407
64.21,408
58.58,409
59.68,410
63.14,411
61.64,412
63.36,413
62.04,414
60.21,415
60.94,416
60.71,417
62.11,418
58.97,419
62.14,420
61.92,421
60.37,422
59.34,423
62.93,424
65.1,425
60.65,426
58.32,427
59.41,428
59.45,429
64.79,430
60.27,431
63.27,432
60.51,433
64.92,434
59.07,435
65.29,436
61.51,437
63.25,438
60.41,439
60.51,440
60.1,441
63.32,442
62.85,443
60.18,444
59.21,445
61.17,446
62.05,447
60.38,448
61.04,449
64.17,450
60.02,451
60.54,452
185.86,453
202.75,454
218.83,455
189.27,456
172.95,457
183.93,458
183.35,459
177.51,460
184.47,461
169.55,462
177.21,463
192.07,464
215.34,465
207.35,466
178.95,467
201.16,468
186.3,469
197.99,470
201.36,471
191.33,472
194.74,473
204.38,474
217.36,475
191.94,476
213.73,477
177.43,478
197.59,479
183.15,480
187.97,481
181.81,482
184.8,483
202.49,484
194.98,485
214.3,486
167.13,487
195.03,488
203.47,489
189.99,490
201.74,491
201.79,492
195.77,493
177.88,494
205.14,495
194.04,496
184.55,497
198.3,498
185.51,499
189.43,500
184.07,501
185.65,502
189.51,503
178.88,504
200.95,505
180.08,506
192.14,507
191.34,508
212.76,509
194.45,510
195.01,511
187.64,512
219.64,513
196.8,514
188.08,515
188.37,516
178.1,517
194.96,518
186.78,519
190.38,520
200.47,521
188.97,522
185.92,523
180.16,524
176.49,525
160.51,526
195.95,527
173.44,528
196.42,529
180.68,530
154.23,531
161.75,532
177.92,533
180.79,534
173.21,535
180.1,536
182.07,537
