powerInW,timeInMinutes
2192.96,0
2509.46,1
2425.84,2
2504.4,3
1804.72,4
1260.33,5
1188.11,6
1356.64,7
1120.2,8
1174.51,9
1256.03,10
1332.74,11
1290.13,12
1286.06,13
1269.29,14
216.05,15
262.29,16
282.52,17
237.19,18
312.6,19
283.33,20
300.82,21
232.21,22
263.68,23
272.41,24
218.72,25
264.61,26
269.82,27
217.2,28
262.77,29
252.93,30
1015.98,31
955.94,32
954.05,33
1024.6,34
989.68,35
1004.83,36
1000.21,37
1057.54,38
943.5,39
887.26,40
956.43,41
312.39,42
245.82,43
256.66,44
232.49,45
238.46,46
267.25,47
