powerInW,timeInMinutes
1880.8,0
1291.08,1
1762.48,2
1782.13,3
1571.63,4
1291.56,5
1344.15,6
1555.33,7
1535.35,8
1627.95,9
1535.08,10
1599.47,11
1431.57,12
1499.07,13
1836.47,14
1676.12,15
1700.63,16
1599.35,17
495.87,18
441.26,19
458.19,20
515.02,21
482.68,22
472.36,23
422.87,24
517.93,25
437.51,26
559.2,27
497.99,28
569.72,29
544.86,30
506.58,31
451.25,32
419.43,33
581.65,34
489.73,35
438.23,36
486.19,37
556.49,38
454.24,39
534.8,40
521.14,41
433.39,42
441.09,43
473.01,44
551.02,45
457.44,46
554.54,47
525.42,48
542.21,49
571.44,50
524.17,51
420.05,52
479.86,53
497.03,54
463.22,55
536.49,56
467.92,57
518.49,58
526.29,59
466.82,60
552.87,61
408.45,62
394.2,63
507.43,64
487.5,65
601.23,66
510.37,67
495.25,68
483.85,69
499.17,70
492.13,71
596.62,72
473.76,73
488.6,74
521.72,75
499.27,76
481.91,77
459.56,78
506.09,79
442.51,80
489.15,81
540.07,82
605.58,83
419.06,84
466.76,85
501.86,86
605.0,87
507.76,88
500.42,89
497.56,90
424.57,91
434.42,92
503.9,93
479.43,94
491.71,95
414.95,96
425.27,97
565.61,98
487.92,99
529.27,100
513.58,101
472.61,102
451.4,103
441.33,104
477.06,105
503.38,106
472.53,107
503.49,108
572.63,109
464.06,110
524.36,111
484.19,112
563.24,113
488.28,114
477.46,115
439.31,116
473.15,117
490.74,118
531.47,119
503.38,120
419.66,121
461.74,122
511.93,123
524.66,124
572.67,125
509.42,126
448.65,127
492.68,128
458.47,129
519.64,130
523.61,131
477.14,132
536.63,133
518.52,134
526.93,135
484.9,136
453.82,137
495.33,138
387.17,139
574.41,140
498.73,141
440.33,142
468.57,143
471.87,144
487.29,145
486.89,146
492.65,147
467.83,148
499.4,149
579.66,150
490.11,151
492.5,152
547.52,153
497.07,154
499.07,155
504.03,156
524.55,157
573.68,158
477.26,159
438.72,160
546.19,161
