powerInW,timeInMinutes
2633.43,0
2640.17,1
1965.53,2
2047.85,3
2642.65,4
2264.51,5
3010.69,6
2278.85,7
2439.04,8
2758.73,9
2098.05,10
2352.06,11
2274.97,12
2460.01,13
2479.67,14
236.29,15
268.58,16
243.03,17
176.18,18
255.6,19
218.86,20
250.26,21
240.19,22
249.86,23
251.21,24
230.64,25
225.39,26
219.85,27
208.55,28
265.05,29
256.7,30
229.33,31
220.81,32
266.57,33
253.64,34
229.37,35
209.1,36
223.51,37
246.26,38
233.04,39
244.4,40
259.44,41
252.0,42
252.82,43
288.23,44
243.86,45
239.94,46
246.31,47
206.81,48
254.19,49
224.01,50
224.69,51
184.16,52
256.38,53
204.94,54
187.28,55
220.81,56
192.73,57
268.73,58
216.55,59
236.77,60
211.48,61
275.59,62
245.21,63
279.39,64
255.85,65
223.75,66
219.12,67
246.97,68
240.25,69
278.59,70
244.6,71
228.79,72
282.11,73
211.66,74
236.73,75
241.92,76
208.13,77
244.72,78
252.35,79
253.3,80
262.11,81
202.1,82
216.24,83
247.18,84
240.75,85
246.92,86
285.41,87
225.08,88
224.75,89
273.59,90
262.69,91
209.81,92
1775.89,93
2398.96,94
2329.93,95
2073.93,96
2249.67,97
2360.92,98
2508.18,99
2690.98,100
2151.57,101
2329.4,102
2219.98,103
