powerInW,timeInMinutes
41.79,0
43.45,1
27.95,2
31.2,3
39.07,4
42.88,5
32.92,6
34.22,7
33.67,8
33.58,9
34.28,10
34.09,11
34.13,12
33.65,13
34.23,14
38.29,15
34.77,16
33.51,17
33.42,18
33.37,19
33.67,20
33.59,21
33.39,22
33.96,23
33.59,24
33.81,25
33.59,26
33.31,27
33.92,28
34.09,29
35.31,30
63.0,31
52.31,32
54.17,33
52.98,34
57.17,35
50.39,36
54.48,37
57.74,38
66.63,39
69.68,40
52.95,41
61.29,42
65.0,43
73.77,44
58.15,45
67.51,46
61.97,47
63.79,48
63.87,49
59.21,50
62.72,51
60.74,52
62.74,53
66.78,54
68.2,55
63.51,56
59.41,57
60.08,58
64.24,59
65.39,60
60.4,61
56.51,62
62.62,63
62.11,64
60.53,65
57.71,66
64.87,67
61.64,68
60.02,69
53.37,70
57.86,71
53.68,72
58.04,73
54.65,74
54.57,75
56.23,76
56.24,77
72.21,78
71.66,79
54.93,80
60.26,81
64.13,82
71.24,83
64.49,84
65.97,85
57.77,86
63.29,87
59.07,88
62.6,89
61.47,90
61.21,91
37.59,92
37.3,93
39.88,94
39.71,95
41.18,96
40.14,97
32.59,98
36.02,99
34.64,100
34.01,101
41.89,102
38.06,103
42.25,104
40.61,105
37.07,106
37.96,107
35.91,108
39.74,109
42.78,110
37.28,111
41.37,112
41.44,113
43.25,114
39.04,115
45.91,116
38.07,117
37.17,118
42.7,119
38.64,120
40.11,121
39.03,122
40.97,123
39.99,124
40.87,125
42.67,126
40.56,127
38.06,128
37.23,129
36.36,130
39.77,131
41.48,132
37.06,133
38.93,134
39.13,135
39.88,136
40.1,137
42.09,138
36.72,139
38.62,140
36.89,141
34.91,142
37.31,143
39.34,144
36.62,145
36.78,146
38.63,147
39.16,148
43.76,149
35.05,150
