powerInW,timeInMinutes
233.71,0
232.45,1
257.16,2
244.28,3
230.55,4
222.43,5
253.79,6
251.03,7
224.91,8
286.39,9
248.16,10
265.12,11
273.43,12
256.0,13
256.14,14
251.0,15
226.41,16
243.65,17
263.24,18
248.86,19
243.81,20
251.47,21
231.59,22
248.17,23
259.77,24
251.19,25
250.55,26
238.73,27
237.33,28
258.69,29
240.96,30
235.8,31
235.92,32
229.44,33
269.64,34
242.28,35
250.64,36
229.35,37
245.55,38
236.28,39
241.9,40
254.57,41
247.34,42
255.18,43
247.7,44
248.77,45
243.66,46
235.58,47
252.28,48
262.17,49
231.63,50
261.93,51
255.41,52
258.82,53
260.81,54
251.89,55
244.82,56
261.81,57
225.55,58
245.15,59
264.25,60
222.59,61
232.74,62
244.83,63
245.24,64
252.35,65
240.96,66
231.3,67
256.39,68
243.22,69
254.37,70
252.28,71
244.79,72
257.3,73
259.42,74
249.16,75
259.33,76
242.73,77
260.59,78
268.78,79
217.96,80
245.55,81
48.0,82
168.33,83
182.47,84
163.78,85
163.34,86
173.31,87
171.07,88
187.39,89
170.29,90
172.7,91
186.15,92
182.32,93
206.69,94
173.1,95
186.28,96
165.61,97
162.62,98
185.05,99
178.02,100
177.96,101
168.01,102
167.83,103
168.11,104
186.87,105
154.36,106
178.79,107
181.81,108
183.23,109
163.75,110
171.79,111
175.21,112
174.33,113
194.82,114
173.45,115
168.28,116
171.95,117
184.29,118
176.79,119
162.02,120
189.71,121
171.32,122
181.48,123
152.33,124
183.92,125
181.37,126
179.15,127
170.69,128
182.48,129
186.71,130
155.84,131
178.93,132
166.68,133
157.04,134
175.74,135
171.0,136
166.68,137
169.87,138
184.05,139
177.08,140
178.11,141
163.44,142
187.68,143
187.74,144
158.77,145
178.17,146
183.57,147
172.23,148
161.21,149
177.27,150
172.25,151
175.18,152
180.52,153
188.21,154
179.61,155
178.93,156
169.19,157
169.1,158
182.89,159
159.01,160
157.09,161
191.43,162
178.62,163
187.78,164
187.81,165
184.71,166
175.36,167
187.27,168
182.8,169
171.42,170
171.73,171
167.15,172
191.21,173
180.02,174
185.21,175
156.62,176
164.29,177
194.88,178
176.68,179
167.26,180
176.2,181
172.39,182
179.0,183
179.83,184
182.95,185
176.15,186
179.31,187
183.82,188
181.77,189
169.42,190
165.58,191
181.43,192
181.71,193
180.14,194
181.21,195
174.36,196
183.84,197
189.74,198
157.55,199
169.91,200
155.55,201
151.06,202
172.73,203
186.24,204
154.33,205
167.73,206
184.68,207
173.43,208
