powerInW,timeInMinutes
83.49,0
77.15,1
75.55,2
75.61,3
75.93,4
77.28,5
75.84,6
21.73,7
0.0,8
0.0,9
0.0,10
96.63,11
111.55,12
95.57,13
98.24,14
91.44,15
100.95,16
85.15,17
93.48,18
77.38,19
84.85,20
90.43,21
91.56,22
101.85,23
102.92,24
88.29,25
90.16,26
84.58,27
107.23,28
97.74,29
105.84,30
91.34,31
92.76,32
98.18,33
98.3,34
88.03,35
82.47,36
91.58,37
95.74,38
95.86,39
75.1,40
97.06,41
91.78,42
81.93,43
96.26,44
91.89,45
95.44,46
78.82,47
83.82,48
79.55,49
81.03,50
77.25,51
84.59,52
72.5,53
94.78,54
93.88,55
68.0,56
82.38,57
91.78,58
89.68,59
105.82,60
82.66,61
86.42,62
98.83,63
104.1,64
76.52,65
92.86,66
173.58,67
159.84,68
160.81,69
167.44,70
155.4,71
136.25,72
157.5,73
168.61,74
102.14,75
83.78,76
89.21,77
93.51,78
79.56,79
92.73,80
