powerInW,timeInMinutes
250.47,0
242.39,1
243.42,2
251.12,3
238.39,4
270.54,5
259.91,6
239.52,7
228.37,8
248.77,9
246.83,10
231.48,11
240.62,12
217.32,13
263.56,14
266.11,15
244.46,16
242.59,17
240.08,18
246.79,19
252.02,20
214.57,21
224.81,22
211.88,23
261.62,24
266.18,25
249.22,26
244.22,27
247.26,28
225.52,29
232.85,30
253.19,31
260.16,32
243.43,33
254.79,34
253.25,35
236.96,36
250.88,37
249.46,38
240.42,39
246.76,40
230.49,41
258.51,42
219.47,43
250.01,44
253.87,45
257.18,46
246.23,47
272.07,48
267.02,49
245.58,50
240.34,51
243.03,52
269.6,53
268.8,54
240.61,55
248.72,56
238.46,57
233.18,58
237.14,59
222.36,60
262.18,61
262.35,62
277.02,63
247.41,64
273.8,65
235.58,66
243.71,67
247.44,68
249.09,69
263.11,70
234.69,71
240.65,72
235.56,73
266.06,74
256.0,75
249.44,76
250.97,77
260.31,78
237.54,79
237.77,80
244.62,81
227.05,82
268.29,83
232.67,84
248.34,85
238.47,86
237.87,87
224.72,88
245.31,89
235.04,90
234.61,91
256.76,92
248.8,93
168.01,94
186.38,95
169.08,96
171.66,97
156.9,98
172.51,99
170.35,100
163.35,101
155.3,102
159.23,103
155.51,104
141.53,105
177.55,106
172.38,107
182.18,108
152.3,109
158.96,110
155.16,111
154.4,112
157.03,113
177.61,114
172.24,115
154.71,116
167.42,117
160.66,118
180.83,119
176.95,120
174.79,121
167.72,122
168.27,123
168.48,124
153.15,125
175.18,126
155.81,127
167.21,128
144.13,129
157.63,130
168.09,131
187.79,132
158.3,133
160.18,134
167.04,135
161.41,136
149.1,137
168.14,138
148.68,139
159.9,140
191.51,141
162.04,142
166.47,143
167.51,144
256.37,145
233.05,146
245.22,147
253.64,148
259.7,149
230.37,150
242.04,151
255.07,152
231.13,153
253.35,154
249.05,155
223.96,156
249.55,157
240.46,158
227.07,159
264.8,160
232.45,161
251.78,162
246.47,163
235.84,164
253.46,165
249.56,166
217.43,167
242.66,168
232.08,169
239.61,170
232.69,171
269.99,172
249.89,173
233.93,174
263.52,175
249.5,176
251.66,177
237.87,178
238.05,179
261.35,180
235.93,181
266.43,182
258.13,183
252.99,184
225.52,185
248.41,186
261.36,187
246.55,188
216.25,189
288.47,190
269.98,191
225.64,192
273.69,193
261.23,194
252.12,195
244.41,196
254.16,197
249.69,198
272.68,199
256.87,200
254.53,201
273.08,202
283.14,203
262.45,204
280.9,205
282.13,206
250.93,207
288.71,208
278.73,209
247.42,210
266.52,211
250.09,212
274.21,213
264.78,214
275.83,215
257.36,216
267.44,217
256.82,218
281.69,219
255.1,220
266.15,221
239.75,222
242.75,223
271.26,224
253.67,225
266.56,226
238.21,227
281.73,228
263.93,229
241.82,230
278.1,231
270.4,232
275.03,233
264.29,234
