powerInW,timeInMinutes
36.47,0
36.72,1
38.82,2
37.42,3
40.13,4
40.16,5
40.85,6
36.45,7
44.42,8
37.41,9
40.81,10
43.9,11
38.99,12
38.86,13
37.26,14
40.84,15
36.35,16
36.58,17
37.19,18
34.68,19
37.01,20
37.57,21
37.14,22
34.75,23
39.34,24
35.5,25
39.72,26
43.27,27
63.7,28
61.54,29
59.58,30
57.96,31
63.04,32
59.23,33
64.37,34
65.02,35
61.17,36
58.05,37
66.42,38
66.49,39
67.2,40
61.01,41
58.28,42
63.22,43
57.3,44
58.65,45
64.08,46
63.49,47
54.98,48
53.6,49
56.96,50
55.49,51
52.9,52
56.37,53
72.33,54
72.74,55
56.41,56
65.39,57
74.19,58
58.29,59
58.88,60
60.6,61
59.98,62
56.88,63
63.1,64
63.12,65
63.7,66
61.63,67
63.43,68
65.85,69
55.43,70
61.92,71
59.88,72
60.9,73
63.92,74
62.85,75
60.51,76
63.03,77
62.35,78
58.17,79
54.34,80
60.97,81
54.91,82
56.71,83
54.85,84
67.16,85
54.84,86
56.32,87
63.99,88
70.09,89
60.88,90
60.84,91
61.3,92
64.33,93
60.99,94
59.12,95
65.87,96
61.27,97
62.67,98
58.73,99
63.3,100
59.5,101
64.0,102
64.24,103
60.87,104
61.15,105
62.0,106
63.02,107
61.19,108
60.81,109
56.48,110
56.69,111
53.04,112
52.61,113
53.38,114
71.56,115
72.68,116
53.23,117
58.7,118
67.9,119
56.98,120
60.49,121
61.92,122
58.98,123
58.37,124
60.75,125
64.35,126
43.4,127
40.52,128
37.39,129
35.54,130
39.62,131
34.19,132
38.24,133
38.46,134
35.54,135
37.98,136
39.18,137
35.89,138
42.33,139
