powerInW,timeInMinutes
10.59,0
10.34,1
11.39,2
10.25,3
11.11,4
11.21,5
10.34,6
10.72,7
10.9,8
10.2,9
10.37,10
10.86,11
10.46,12
10.82,13
11.63,14
11.38,15
10.65,16
10.88,17
10.96,18
11.16,19
11.09,20
11.21,21
10.35,22
10.54,23
9.95,24
11.29,25
10.47,26
10.74,27
10.94,28
10.69,29
10.82,30
10.53,31
10.61,32
10.68,33
10.77,34
10.48,35
10.79,36
11.33,37
10.51,38
11.23,39
11.37,40
10.34,41
10.61,42
10.55,43
10.45,44
10.67,45
10.75,46
10.78,47
10.82,48
10.63,49
10.93,50
10.88,51
10.75,52
10.91,53
10.72,54
10.02,55
10.8,56
10.26,57
11.14,58
10.76,59
10.17,60
10.96,61
10.89,62
10.43,63
10.55,64
10.39,65
10.69,66
10.89,67
10.83,68
10.47,69
10.17,70
11.08,71
11.39,72
10.72,73
10.36,74
11.04,75
11.71,76
10.81,77
10.26,78
10.73,79
10.72,80
10.47,81
11.02,82
10.87,83
10.2,84
10.66,85
10.39,86
10.8,87
10.26,88
8.74,89
11.16,90
11.27,91
10.9,92
10.36,93
11.06,94
10.65,95
10.66,96
10.76,97
12.15,98
10.16,99
10.13,100
10.76,101
11.27,102
10.67,103
10.36,104
10.27,105
10.65,106
11.33,107
10.29,108
10.44,109
10.36,110
10.99,111
11.1,112
10.47,113
10.37,114
10.9,115
11.37,116
11.32,117
11.24,118
10.7,119
10.89,120
10.33,121
10.27,122
11.35,123
10.96,124
9.89,125
10.33,126
10.99,127
10.57,128
10.01,129
11.15,130
10.8,131
10.35,132
10.84,133
10.65,134
10.19,135
10.55,136
11.4,137
10.69,138
10.98,139
10.76,140
10.82,141
10.06,142
10.22,143
10.28,144
10.4,145
11.04,146
10.65,147
10.82,148
10.67,149
10.1,150
10.76,151
10.63,152
11.8,153
11.38,154
10.78,155
10.74,156
10.62,157
10.75,158
11.46,159
11.37,160
9.89,161
10.13,162
11.21,163
10.68,164
10.95,165
10.52,166
10.87,167
10.66,168
11.42,169
11.04,170
10.84,171
10.79,172
10.4,173
10.54,174
10.11,175
10.23,176
10.48,177
10.46,178
10.81,179
11.22,180
10.85,181
10.63,182
