powerInW,timeInMinutes
197.44,0
220.26,1
228.59,2
204.53,3
203.74,4
194.59,5
226.51,6
199.38,7
201.47,8
197.61,9
214.02,10
183.94,11
191.92,12
219.99,13
207.92,14
203.29,15
209.64,16
219.76,17
187.25,18
200.92,19
191.56,20
207.23,21
203.06,22
216.45,23
206.47,24
211.14,25
208.27,26
201.39,27
211.02,28
200.59,29
209.51,30
212.69,31
211.53,32
223.33,33
198.49,34
207.47,35
203.17,36
208.75,37
208.85,38
220.49,39
195.29,40
206.19,41
194.29,42
198.8,43
201.84,44
209.58,45
204.94,46
202.88,47
219.05,48
210.51,49
206.73,50
210.97,51
213.92,52
195.26,53
225.87,54
210.84,55
173.84,56
221.09,57
220.16,58
196.09,59
203.49,60
209.63,61
220.77,62
201.48,63
204.73,64
195.91,65
209.16,66
216.55,67
193.13,68
231.5,69
202.22,70
219.94,71
226.43,72
201.33,73
173.32,74
199.54,75
185.41,76
200.26,77
201.5,78
204.86,79
219.53,80
197.51,81
219.99,82
219.93,83
198.32,84
200.9,85
198.22,86
223.23,87
190.66,88
218.41,89
212.23,90
216.14,91
214.97,92
190.63,93
224.86,94
224.88,95
205.75,96
213.58,97
201.46,98
53.47,99
56.37,100
55.28,101
57.04,102
223.43,103
257.92,104
251.31,105
261.69,106
252.56,107
233.23,108
239.62,109
249.28,110
228.25,111
244.92,112
258.74,113
258.24,114
249.08,115
235.45,116
279.53,117
244.25,118
232.39,119
254.98,120
239.39,121
224.81,122
239.33,123
249.4,124
255.91,125
252.66,126
251.84,127
231.7,128
231.19,129
229.52,130
264.46,131
266.74,132
248.23,133
262.39,134
217.74,135
258.2,136
254.5,137
249.85,138
239.5,139
229.85,140
260.23,141
248.77,142
275.56,143
244.74,144
238.17,145
244.36,146
239.56,147
253.2,148
227.53,149
236.04,150
244.7,151
252.83,152
252.62,153
248.38,154
234.77,155
238.17,156
229.38,157
257.8,158
264.77,159
240.76,160
216.74,161
255.25,162
240.28,163
265.1,164
230.4,165
218.83,166
236.56,167
256.0,168
249.15,169
236.93,170
248.99,171
238.14,172
262.5,173
261.7,174
264.65,175
236.14,176
255.18,177
245.83,178
263.68,179
251.46,180
252.21,181
249.04,182
244.59,183
250.32,184
252.47,185
259.89,186
252.35,187
258.55,188
247.14,189
256.27,190
248.85,191
226.97,192
236.61,193
253.17,194
254.34,195
231.09,196
227.7,197
237.35,198
246.19,199
234.79,200
238.99,201
