powerInW,timeInMinutes
1578.3,0
1536.45,1
1508.25,2
733.15,3
228.69,4
230.31,5
232.03,6
232.44,7
232.28,8
231.76,9
231.84,10
232.94,11
232.9,12
233.81,13
234.15,14
234.1,15
925.11,16
1551.24,17
1502.13,18
1476.1,19
1455.65,20
1441.66,21
802.78,22
734.36,23
735.1,24
736.91,25
708.73,26
169.93,27
171.19,28
172.47,29
173.17,30
173.17,31
0.0,32
1235.39,33
1578.3,34
1536.45,35
1508.25,36
733.15,37
228.69,38
228.69,39
230.31,40
232.03,41
232.44,42
232.28,43
231.76,44
231.76,45
231.84,46
232.94,47
232.9,48
233.81,49
234.15,50
234.15,51
234.1,52
925.11,53
1551.24,54
1502.13,55
1476.1,56
1455.65,57
1455.65,58
1441.66,59
802.78,60
734.36,61
735.1,62
736.91,63
736.91,64
708.73,65
169.93,66
171.19,67
172.47,68
173.17,69
173.17,70
173.17,71
