powerInW,timeInMinutes
41.76,0
43.52,1
28.08,2
31.11,3
38.59,4
43.79,5
32.61,6
59.16,7
60.86,8
56.82,9
65.28,10
63.0,11
63.26,12
62.85,13
63.19,14
66.5,15
60.34,16
62.05,17
61.64,18
56.84,19
57.38,20
63.04,21
63.4,22
60.18,23
56.73,24
61.32,25
57.66,26
67.56,27
70.29,28
70.24,29
69.19,30
58.6,31
68.81,32
60.82,33
65.38,34
61.79,35
61.74,36
568.46,37
543.15,38
476.3,39
511.95,40
491.48,41
489.33,42
520.0,43
548.75,44
535.16,45
489.46,46
63.58,47
59.66,48
62.32,49
65.44,50
66.95,51
63.25,52
40.12,53
36.27,54
40.82,55
38.06,56
41.83,57
43.66,58
44.12,59
43.15,60
43.48,61
39.89,62
37.15,63
35.59,64
42.79,65
36.6,66
39.27,67
39.43,68
39.74,69
41.55,70
38.7,71
36.66,72
38.81,73
41.2,74
35.45,75
35.77,76
43.49,77
39.46,78
34.02,79
38.93,80
38.65,81
38.8,82
40.08,83
43.85,84
34.77,85
35.03,86
33.74,87
39.06,88
38.85,89
39.94,90
39.14,91
39.48,92
37.67,93
40.67,94
34.77,95
41.26,96
39.43,97
41.59,98
39.27,99
39.6,100
38.24,101
36.83,102
36.96,103
38.68,104
38.88,105
36.29,106
39.9,107
39.63,108
37.13,109
36.61,110
42.47,111
39.88,112
36.08,113
43.09,114
39.39,115
33.05,116
59.09,117
33.64,118
34.48,119
33.6,120
34.13,121
33.76,122
33.17,123
34.2,124
34.17,125
38.54,126
34.83,127
33.12,128
33.92,129
33.61,130
33.8,131
33.25,132
33.57,133
32.7,134
34.06,135
33.91,136
33.35,137
33.66,138
33.3,139
33.36,140
33.57,141
35.48,142
35.2,143
29.33,144
29.74,145
