powerInW,timeInMinutes
245.56,0
239.56,1
243.12,2
225.77,3
269.56,4
234.95,5
225.99,6
231.77,7
218.92,8
271.69,9
251.86,10
255.24,11
247.69,12
232.3,13
252.07,14
255.25,15
262.46,16
269.49,17
255.9,18
243.75,19
254.1,20
262.15,21
240.17,22
237.64,23
258.01,24
251.85,25
249.29,26
241.32,27
242.89,28
236.72,29
240.27,30
245.86,31
262.47,32
246.21,33
251.32,34
234.51,35
252.06,36
226.36,37
247.76,38
227.02,39
242.55,40
235.84,41
241.99,42
248.03,43
235.94,44
240.05,45
258.23,46
241.49,47
240.05,48
279.41,49
246.37,50
265.1,51
211.47,52
248.66,53
258.58,54
273.88,55
247.18,56
255.24,57
224.35,58
271.19,59
241.3,60
257.41,61
254.37,62
231.77,63
226.92,64
251.31,65
233.43,66
249.06,67
260.13,68
244.07,69
212.52,70
260.89,71
240.35,72
261.02,73
248.02,74
274.45,75
266.4,76
230.17,77
292.64,78
257.62,79
248.85,80
274.36,81
222.44,82
251.9,83
256.31,84
255.84,85
249.78,86
270.91,87
246.86,88
245.88,89
236.14,90
237.89,91
251.06,92
216.55,93
241.38,94
242.5,95
272.41,96
241.83,97
252.17,98
228.65,99
285.46,100
230.62,101
46.69,102
44.45,103
43.63,104
257.67,105
232.61,106
253.96,107
258.02,108
260.3,109
244.96,110
260.44,111
240.98,112
238.2,113
255.04,114
264.73,115
264.41,116
229.78,117
266.39,118
239.67,119
249.08,120
236.45,121
253.16,122
259.08,123
225.21,124
243.78,125
216.64,126
262.7,127
273.11,128
277.44,129
250.29,130
245.65,131
244.24,132
259.48,133
241.47,134
250.32,135
230.96,136
248.59,137
231.02,138
245.27,139
234.54,140
239.69,141
241.67,142
255.86,143
253.18,144
243.93,145
249.13,146
259.11,147
247.7,148
247.14,149
272.83,150
240.19,151
247.06,152
251.53,153
255.47,154
254.93,155
246.69,156
253.59,157
270.0,158
252.2,159
249.87,160
237.24,161
257.61,162
248.67,163
229.89,164
252.43,165
262.39,166
234.74,167
249.36,168
247.84,169
264.04,170
256.2,171
256.15,172
256.76,173
239.54,174
279.69,175
275.49,176
249.5,177
230.5,178
250.55,179
262.29,180
253.32,181
276.33,182
247.5,183
253.47,184
252.12,185
220.11,186
246.07,187
255.03,188
236.61,189
243.27,190
237.53,191
261.65,192
242.43,193
257.17,194
252.28,195
250.83,196
239.47,197
250.03,198
239.04,199
251.13,200
