powerInW,timeInMinutes
37.56,0
36.7,1
38.23,2
40.06,3
38.34,4
37.4,5
36.12,6
37.94,7
33.46,8
57.85,9
64.16,10
59.08,11
61.42,12
58.17,13
66.59,14
64.48,15
62.77,16
66.16,17
61.28,18
64.54,19
69.07,20
68.88,21
71.04,22
70.27,23
68.28,24
66.07,25
67.27,26
67.84,27
74.11,28
73.83,29
420.13,30
464.04,31
489.17,32
481.24,33
485.94,34
505.7,35
440.42,36
478.27,37
459.07,38
436.48,39
515.14,40
442.87,41
70.82,42
56.39,43
56.93,44
66.69,45
70.8,46
60.04,47
60.62,48
65.41,49
63.09,50
62.4,51
65.17,52
64.54,53
63.19,54
67.19,55
67.61,56
66.89,57
60.4,58
62.83,59
59.45,60
64.97,61
59.59,62
60.13,63
57.6,64
62.9,65
64.31,66
62.01,67
66.16,68
64.09,69
62.92,70
66.2,71
63.18,72
51.76,73
50.6,74
55.67,75
56.38,76
57.68,77
55.96,78
58.89,79
71.28,80
75.91,81
54.7,82
59.1,83
65.2,84
73.25,85
58.77,86
61.74,87
64.88,88
60.01,89
57.61,90
63.88,91
61.51,92
56.68,93
61.18,94
69.93,95
65.22,96
62.87,97
61.68,98
60.64,99
62.4,100
60.36,101
63.81,102
65.64,103
59.52,104
60.7,105
66.21,106
63.32,107
64.68,108
60.3,109
59.95,110
58.85,111
58.07,112
52.29,113
56.32,114
54.37,115
55.46,116
59.01,117
52.89,118
70.26,119
71.56,120
56.4,121
60.78,122
65.79,123
72.76,124
61.06,125
63.59,126
63.38,127
62.64,128
62.7,129
61.38,130
62.58,131
59.26,132
36.28,133
63.68,134
64.47,135
61.74,136
62.34,137
61.98,138
62.34,139
61.55,140
60.84,141
39.02,142
34.7,143
33.63,144
33.45,145
33.37,146
34.13,147
33.82,148
33.55,149
32.79,150
33.53,151
33.6,152
33.25,153
32.82,154
33.99,155
32.64,156
35.14,157
35.34,158
