powerInW,timeInMinutes
83.49,0
77.15,1
75.55,2
75.61,3
75.93,4
77.28,5
75.84,6
21.73,7
0.0,8
0.0,9
107.18,10
95.12,11
82.98,12
91.89,13
88.52,14
85.01,15
86.08,16
87.33,17
103.96,18
103.23,19
90.64,20
96.85,21
81.59,22
96.0,23
90.06,24
79.54,25
88.41,26
68.64,27
83.14,28
85.95,29
82.0,30
88.82,31
81.04,32
93.13,33
89.13,34
104.71,35
111.51,36
86.8,37
67.79,38
89.55,39
106.17,40
92.94,41
87.71,42
103.91,43
100.24,44
89.06,45
90.94,46
77.8,47
82.8,48
79.53,49
96.46,50
84.0,51
92.36,52
102.0,53
73.75,54
107.19,55
91.35,56
102.48,57
151.42,58
159.42,59
169.86,60
159.09,61
170.13,62
170.37,63
151.85,64
92.54,65
90.24,66
86.17,67
96.82,68
85.86,69
95.0,70
94.89,71
85.82,72
84.29,73
84.79,74
89.21,75
99.1,76
91.72,77
68.76,78
96.55,79
87.02,80
0.0,81
0.0,82
0.0,83
0.0,84
0.0,85
3.34,86
