powerInW,timeInMinutes
2135.51,0
2415.82,1
2023.61,2
1986.05,3
1247.67,4
681.45,5
770.76,6
766.68,7
775.27,8
738.12,9
712.43,10
807.93,11
719.44,12
745.74,13
725.49,14
830.16,15
728.72,16
1418.24,17
2081.43,18
2018.18,19
1997.62,20
1990.51,21
1974.89,22
1338.12,23
1247.29,24
1287.89,25
1211.02,26
1241.99,27
1237.11,28
647.88,29
671.07,30
624.92,31
676.06,32
1107.19,33
2080.49,34
2049.41,35
1945.9,36
1836.15,37
749.9,38
732.09,39
709.32,40
791.94,41
774.96,42
721.43,43
743.13,44
690.93,45
766.83,46
760.4,47
722.08,48
725.65,49
784.8,50
817.93,51
2078.15,52
2041.87,53
1971.55,54
1986.57,55
1903.77,56
1706.65,57
1208.81,58
1255.45,59
1247.98,60
1273.04,61
544.31,62
