powerInW,timeInMinutes
720.0,0
720.0,1
720.0,2
1080.0,3
1080.0,4
1440.0,5
1080.0,6
1440.0,7
1080.0,8
1440.0,9
1440.0,10
1440.0,11
1440.0,12
1440.0,13
1080.0,14
1080.0,15
1440.0,16
1440.0,17
1080.0,18
1080.0,19
1080.0,20
1080.0,21
1440.0,22
1440.0,23
1080.0,24
1080.0,25
1080.0,26
1080.0,27
1080.0,28
1440.0,29
1440.0,30
1080.0,31
1080.0,32
1440.0,33
1440.0,34
1440.0,35
1440.0,36
1080.0,37
1080.0,38
1080.0,39
1080.0,40
1080.0,41
1080.0,42
1080.0,43
1080.0,44
1080.0,45
1080.0,46
1080.0,47
1080.0,48
1440.0,49
1440.0,50
1440.0,51
1440.0,52
1080.0,53
1080.0,54
1080.0,55
1080.0,56
1080.0,57
1080.0,58
1080.0,59
1080.0,60
1080.0,61
1440.0,62
1440.0,63
1080.0,64
1080.0,65
1080.0,66
1440.0,67
1080.0,68
1080.0,69
1080.0,70
1440.0,71
1080.0,72
1080.0,73
1440.0,74
1080.0,75
1440.0,76
1080.0,77
1080.0,78
1440.0,79
1080.0,80
1440.0,81
1080.0,82
1080.0,83
1440.0,84
1080.0,85
1080.0,86
1080.0,87
1080.0,88
1440.0,89
1080.0,90
1440.0,91
1080.0,92
1080.0,93
1080.0,94
1080.0,95
1080.0,96
1080.0,97
1440.0,98
1080.0,99
1440.0,100
1080.0,101
1080.0,102
1440.0,103
1080.0,104
1440.0,105
1080.0,106
720.0,107
720.0,108
720.0,109
720.0,110
720.0,111
720.0,112
720.0,113
720.0,114
720.0,115
720.0,116
720.0,117
720.0,118
720.0,119
720.0,120
720.0,121
720.0,122
720.0,123
3.4,124
