powerInW,timeInMinutes
1080.0,0
720.0,1
720.0,2
720.0,3
720.0,4
1080.0,5
1080.0,6
1080.0,7
1080.0,8
1080.0,9
1440.0,10
1080.0,11
1440.0,12
1080.0,13
1080.0,14
1080.0,15
1080.0,16
1080.0,17
1080.0,18
1080.0,19
1440.0,20
1080.0,21
1440.0,22
1080.0,23
1080.0,24
1080.0,25
1080.0,26
1080.0,27
1080.0,28
1440.0,29
1080.0,30
1440.0,31
1080.0,32
1080.0,33
1440.0,34
1080.0,35
1080.0,36
1080.0,37
1080.0,38
1080.0,39
1080.0,40
1080.0,41
1440.0,42
1080.0,43
1080.0,44
1440.0,45
1080.0,46
1080.0,47
1440.0,48
1080.0,49
1080.0,50
1080.0,51
1080.0,52
1080.0,53
1080.0,54
1080.0,55
1440.0,56
1080.0,57
1440.0,58
1080.0,59
1080.0,60
1080.0,61
1080.0,62
180.0,63
180.0,64
120.0,65
1080.0,66
1080.0,67
1440.0,68
1080.0,69
1080.0,70
1080.0,71
1440.0,72
1080.0,73
1080.0,74
1080.0,75
1080.0,76
1440.0,77
1080.0,78
1080.0,79
1440.0,80
1080.0,81
1080.0,82
1080.0,83
1080.0,84
360.0,85
360.0,86
360.0,87
360.0,88
360.0,89
360.0,90
360.0,91
360.0,92
360.0,93
360.0,94
360.0,95
360.0,96
360.0,97
360.0,98
360.0,99
360.0,100
360.0,101
360.0,102
360.0,103
360.0,104
360.0,105
2.81,106
