powerInW,timeInMinutes
720.0,0
981.82,1
1080.0,2
981.82,3
1080.0,4
981.82,5
1080.0,6
1600.0,7
1309.09,8
1440.0,9
1440.0,10
1309.09,11
1309.09,12
981.82,13
1350.0,14
1440.0,15
1800.0,16
1350.0,17
1350.0,18
685.71,19
1309.09,20
1080.0,21
1080.0,22
1440.0,23
981.82,24
1080.0,25
2057.14,26
1542.86,27
1600.0,28
1200.0,29
1200.0,30
1309.09,31
1080.0,32
1600.0,33
1080.0,34
1080.0,35
1200.0,36
1200.0,37
1600.0,38
1080.0,39
1309.09,40
1600.0,41
1080.0,42
1080.0,43
1440.0,44
981.82,45
1080.0,46
981.82,47
1107.69,48
981.82,49
1200.0,50
960.0,51
1309.09,52
830.77,53
1309.09,54
981.82,55
1542.86,56
2400.0,57
981.82,58
1800.0,59
771.43,60
1107.69,61
327.27,62
327.27,63
327.27,64
327.27,65
327.27,66
327.27,67
327.27,68
327.27,69
327.27,70
327.27,71
327.27,72
327.27,73
327.27,74
327.27,75
327.27,76
327.27,77
327.27,78
327.27,79
327.27,80
327.27,81
327.27,82
327.27,83
327.27,84
327.27,85
327.27,86
327.27,87
327.27,88
327.27,89
327.27,90
327.27,91
327.27,92
327.27,93
327.27,94
327.27,95
327.27,96
327.27,97
1.68,98
