powerInW,timeInMinutes
1216.67,0
1216.67,1
1216.67,2
1216.67,3
1216.67,4
1216.67,5
1216.67,6
1216.67,7
1216.67,8
1216.67,9
1216.67,10
1216.67,11
1216.67,12
1216.67,13
1216.67,14
1216.67,15
1216.67,16
1216.67,17
1216.67,18
1216.67,19
1216.67,20
1216.67,21
1216.67,22
1216.67,23
1216.67,24
1216.67,25
1216.67,26
1216.67,27
1216.67,28
1216.67,29
1216.67,30
1216.67,31
1216.67,32
1216.67,33
1216.67,34
1216.67,35
1230.0,36
1230.0,37
1230.0,38
1230.0,39
1230.0,40
1230.0,41
1225.71,42
1225.71,43
1225.71,44
1225.71,45
1225.71,46
1225.71,47
1225.71,48
1221.25,49
1221.25,50
1221.25,51
1221.25,52
1221.25,53
1221.25,54
1221.25,55
1221.25,56
1221.25,57
1221.25,58
1221.25,59
1221.25,60
1221.25,61
1221.25,62
1221.25,63
1221.25,64
1221.25,65
1221.25,66
1221.25,67
1221.25,68
1221.25,69
1221.25,70
1221.25,71
1221.25,72
1221.25,73
1221.25,74
1221.25,75
1221.25,76
1221.25,77
1221.25,78
1221.25,79
1221.25,80
1221.25,81
1221.25,82
1221.25,83
1221.25,84
1221.25,85
1221.25,86
1221.25,87
1221.25,88
1221.25,89
1221.25,90
1221.25,91
1221.25,92
1221.25,93
1221.25,94
1221.25,95
1221.25,96
1220.0,97
1220.0,98
1220.0,99
1220.0,100
1220.0,101
1220.0,102
1220.0,103
1220.0,104
1220.0,105
1220.0,106
1220.0,107
1220.0,108
1220.0,109
1220.0,110
1220.0,111
1220.0,112
1220.0,113
1220.0,114
1220.0,115
1220.0,116
1220.0,117
1210.0,118
1210.0,119
1210.0,120
1210.0,121
1210.0,122
1210.0,123
5.04,124
