powerInW,timeInMinutes
720.0,0
1080.0,1
720.0,2
1080.0,3
1080.0,4
1080.0,5
1440.0,6
1440.0,7
1440.0,8
1080.0,9
1440.0,10
1440.0,11
1080.0,12
1440.0,13
1080.0,14
1440.0,15
1440.0,16
1080.0,17
1440.0,18
1440.0,19
1080.0,20
1440.0,21
1080.0,22
1440.0,23
1440.0,24
1080.0,25
1080.0,26
1080.0,27
1440.0,28
1080.0,29
1440.0,30
1440.0,31
1440.0,32
1080.0,33
1440.0,34
1440.0,35
1440.0,36
1440.0,37
1440.0,38
1080.0,39
1440.0,40
1080.0,41
1080.0,42
1440.0,43
1440.0,44
1440.0,45
1440.0,46
1440.0,47
1080.0,48
1440.0,49
1080.0,50
1440.0,51
1440.0,52
1080.0,53
1440.0,54
1080.0,55
1080.0,56
1440.0,57
1440.0,58
1080.0,59
1440.0,60
1440.0,61
1440.0,62
1080.0,63
1440.0,64
1440.0,65
1440.0,66
1440.0,67
1080.0,68
1440.0,69
1080.0,70
1080.0,71
1440.0,72
1440.0,73
1440.0,74
1440.0,75
1440.0,76
1440.0,77
1080.0,78
1440.0,79
1440.0,80
1440.0,81
1440.0,82
1080.0,83
1080.0,84
1080.0,85
1080.0,86
1080.0,87
1440.0,88
1080.0,89
1080.0,90
1440.0,91
1440.0,92
1080.0,93
1080.0,94
1440.0,95
1440.0,96
1440.0,97
1440.0,98
1440.0,99
1440.0,100
1080.0,101
1080.0,102
1440.0,103
1440.0,104
1440.0,105
1440.0,106
1080.0,107
1080.0,108
1080.0,109
1080.0,110
1080.0,111
1080.0,112
1440.0,113
1440.0,114
1080.0,115
1080.0,116
1080.0,117
1080.0,118
1080.0,119
1080.0,120
1080.0,121
1080.0,122
1080.0,123
1440.0,124
1440.0,125
1080.0,126
1080.0,127
1440.0,128
981.82,129
1440.0,130
1440.0,131
1080.0,132
1080.0,133
1440.0,134
1080.0,135
1440.0,136
1080.0,137
1440.0,138
1440.0,139
1080.0,140
1440.0,141
1080.0,142
1080.0,143
1440.0,144
1080.0,145
1440.0,146
1080.0,147
1080.0,148
1440.0,149
1080.0,150
1309.09,151
1080.0,152
1440.0,153
1080.0,154
981.82,155
1080.0,156
1080.0,157
1440.0,158
1080.0,159
1440.0,160
1080.0,161
1080.0,162
1440.0,163
1080.0,164
1440.0,165
1440.0,166
1440.0,167
1440.0,168
1440.0,169
1440.0,170
1440.0,171
1440.0,172
1440.0,173
1440.0,174
1440.0,175
1440.0,176
1440.0,177
1440.0,178
1440.0,179
1440.0,180
1440.0,181
1440.0,182
1440.0,183
1440.0,184
1440.0,185
1440.0,186
1440.0,187
1440.0,188
1440.0,189
1440.0,190
2.34,191
