powerInW,timeInMinutes
45.68,0
45.7,1
45.72,2
45.73,3
45.75,4
45.77,5
45.79,6
45.81,7
45.83,8
45.85,9
45.87,10
45.89,11
45.9,12
45.92,13
45.94,14
45.96,15
45.98,16
46.0,17
46.02,18
46.04,19
46.05,20
46.07,21
46.09,22
46.11,23
46.13,24
46.15,25
46.17,26
46.19,27
46.21,28
46.22,29
46.24,30
46.26,31
46.28,32
46.3,33
46.32,34
46.34,35
46.36,36
46.38,37
46.39,38
46.41,39
46.43,40
46.45,41
46.47,42
46.49,43
46.51,44
46.53,45
46.55,46
46.56,47
46.58,48
46.6,49
46.62,50
46.64,51
46.66,52
46.68,53
46.7,54
46.71,55
46.73,56
46.75,57
46.77,58
46.79,59
46.81,60
46.83,61
46.85,62
46.87,63
46.88,64
46.9,65
46.92,66
46.94,67
46.96,68
46.98,69
47.0,70
47.02,71
47.04,72
47.05,73
47.07,74
47.09,75
47.11,76
47.13,77
47.15,78
47.17,79
47.19,80
47.2,81
47.22,82
47.24,83
47.26,84
47.28,85
47.3,86
47.32,87
47.34,88
47.36,89
47.37,90
47.39,91
47.41,92
47.43,93
47.45,94
47.47,95
47.49,96
47.51,97
47.53,98
47.54,99
47.56,100
47.58,101
47.6,102
47.62,103
47.64,104
47.66,105
47.68,106
47.69,107
47.71,108
47.73,109
47.75,110
47.77,111
47.79,112
47.81,113
47.83,114
47.85,115
47.86,116
47.88,117
47.9,118
47.92,119
47.94,120
47.96,121
47.98,122
48.0,123
48.02,124
48.03,125
48.05,126
48.07,127
48.09,128
48.11,129
48.13,130
48.15,131
48.17,132
48.18,133
48.2,134
48.22,135
48.24,136
48.26,137
48.28,138
48.3,139
48.32,140
48.34,141
48.35,142
48.37,143
48.39,144
48.41,145
48.43,146
48.45,147
48.47,148
48.49,149
48.51,150
48.52,151
48.54,152
48.56,153
48.58,154
48.6,155
48.62,156
48.64,157
48.66,158
48.68,159
48.69,160
48.71,161
48.73,162
48.75,163
48.77,164
48.79,165
48.81,166
48.83,167
48.84,168
48.86,169
48.88,170
48.9,171
48.92,172
48.94,173
48.96,174
48.98,175
49.0,176
49.01,177
49.03,178
49.05,179
49.07,180
49.09,181
49.11,182
49.13,183
49.15,184
49.17,185
49.18,186
49.2,187
49.22,188
49.24,189
49.26,190
49.28,191
49.3,192
49.32,193
49.33,194
49.35,195
49.37,196
49.39,197
49.41,198
49.43,199
49.45,200
49.47,201
49.49,202
49.5,203
49.52,204
49.54,205
49.56,206
49.58,207
49.6,208
49.62,209
49.64,210
49.66,211
49.67,212
49.69,213
49.71,214
49.73,215
49.75,216
49.77,217
49.79,218
49.81,219
49.82,220
49.84,221
49.86,222
49.88,223
49.9,224
49.92,225
49.94,226
49.96,227
49.98,228
49.99,229
50.01,230
50.03,231
50.05,232
50.07,233
50.09,234
50.11,235
50.13,236
50.15,237
50.16,238
50.18,239
50.2,240
