powerInW,timeInMinutes
2812.99,0
2812.8,1
2812.61,2
2812.42,3
2812.22,4
2812.03,5
2811.84,6
2811.65,7
2811.46,8
2811.27,9
2811.08,10
2810.89,11
2810.7,12
2810.51,13
2810.32,14
2810.13,15
2809.94,16
2809.74,17
2809.55,18
2809.36,19
2809.17,20
2808.98,21
2808.79,22
2808.6,23
2808.41,24
2808.22,25
2808.03,26
2807.84,27
2807.65,28
2807.46,29
2807.26,30
2807.07,31
2806.88,32
2806.69,33
2806.5,34
2806.31,35
2806.12,36
2805.93,37
2805.74,38
2805.55,39
2805.36,40
2805.17,41
2804.98,42
2804.78,43
2804.59,44
2804.4,45
2804.21,46
2804.02,47
2803.83,48
2803.64,49
2803.45,50
2803.26,51
2803.07,52
2802.88,53
2802.69,54
2802.5,55
2802.31,56
2802.11,57
2801.92,58
2801.73,59
2801.54,60
2801.35,61
2801.16,62
2800.97,63
2800.78,64
2800.59,65
2800.4,66
2800.21,67
2800.02,68
2799.83,69
2799.63,70
2799.44,71
2799.25,72
2799.06,73
2798.87,74
2798.68,75
2798.49,76
2798.3,77
2798.11,78
2797.92,79
2797.73,80
2797.54,81
2797.35,82
2797.15,83
2796.96,84
2796.77,85
2796.58,86
2796.39,87
2796.2,88
2796.01,89
2795.82,90
2795.63,91
2795.44,92
2795.25,93
2795.06,94
2794.87,95
2794.67,96
2794.48,97
2794.29,98
2794.1,99
2793.91,100
2793.72,101
2793.53,102
2793.34,103
2793.15,104
2792.96,105
2792.77,106
2792.58,107
2792.39,108
2792.2,109
2792.0,110
2791.81,111
2791.62,112
2791.43,113
2791.24,114
2791.05,115
2790.86,116
2790.67,117
2790.48,118
2790.29,119
2790.1,120
2789.91,121
2789.72,122
2789.52,123
2789.33,124
2789.14,125
2788.95,126
2788.76,127
2788.57,128
2788.38,129
2788.19,130
2788.0,131
2787.81,132
2787.62,133
2787.43,134
2787.24,135
2787.04,136
2786.85,137
2786.66,138
2786.47,139
2786.28,140
2786.09,141
2785.9,142
2785.71,143
2785.52,144
2785.33,145
2785.14,146
2784.95,147
2784.76,148
2784.56,149
2784.37,150
2784.18,151
2783.99,152
2783.8,153
2783.61,154
2783.42,155
2783.23,156
2783.04,157
2782.85,158
2782.66,159
2782.47,160
2782.28,161
2782.08,162
2781.89,163
2781.7,164
2781.51,165
2781.32,166
2781.13,167
2780.94,168
2780.75,169
2780.56,170
2780.37,171
2780.18,172
2779.99,173
2779.8,174
2779.61,175
2779.41,176
2779.22,177
2779.03,178
2778.84,179
2778.65,180
2778.46,181
2778.27,182
2778.08,183
2777.89,184
2777.7,185
2777.51,186
2777.32,187
2777.13,188
2776.93,189
2776.74,190
2776.55,191
2776.36,192
2776.17,193
2775.98,194
2775.79,195
2775.6,196
2775.41,197
2775.22,198
2775.03,199
2774.84,200
2774.65,201
2774.45,202
2774.26,203
2774.07,204
2773.88,205
2773.69,206
2773.5,207
2773.31,208
2773.12,209
2772.93,210
2772.74,211
2772.55,212
2772.36,213
2772.17,214
2771.97,215
2771.78,216
2771.59,217
2771.4,218
2771.21,219
2771.02,220
2770.83,221
2770.64,222
2770.45,223
2770.26,224
2770.07,225
2769.88,226
2769.69,227
2769.49,228
2769.3,229
2769.11,230
2768.92,231
2768.73,232
2768.54,233
2768.35,234
2768.16,235
2767.97,236
2767.78,237
2767.59,238
2767.4,239
2767.21,240
