powerInW,timeInMinutes
787.12,0
787.1,1
787.08,2
787.06,3
787.04,4
787.02,5
787.0,6
786.97,7
786.95,8
786.93,9
786.91,10
786.89,11
786.87,12
786.84,13
786.82,14
786.8,15
786.78,16
786.76,17
786.74,18
786.71,19
786.69,20
786.67,21
786.65,22
786.63,23
786.61,24
786.58,25
786.56,26
786.54,27
786.52,28
786.5,29
786.48,30
786.45,31
786.43,32
786.41,33
786.39,34
786.37,35
786.35,36
786.33,37
786.3,38
786.28,39
786.26,40
786.24,41
786.22,42
786.2,43
786.17,44
786.15,45
786.13,46
786.11,47
786.09,48
786.07,49
786.04,50
786.02,51
786.0,52
785.98,53
785.96,54
785.94,55
785.91,56
785.89,57
785.87,58
785.85,59
785.83,60
785.81,61
785.78,62
785.76,63
785.74,64
785.72,65
785.7,66
785.68,67
785.65,68
785.63,69
785.61,70
785.59,71
785.57,72
785.55,73
785.53,74
785.5,75
785.48,76
785.46,77
785.44,78
785.42,79
785.4,80
785.37,81
785.35,82
785.33,83
785.31,84
785.29,85
785.27,86
785.24,87
785.22,88
785.2,89
785.18,90
785.16,91
785.14,92
785.11,93
785.09,94
785.07,95
785.05,96
785.03,97
785.01,98
784.98,99
784.96,100
784.94,101
784.92,102
784.9,103
784.88,104
784.85,105
784.83,106
784.81,107
784.79,108
784.77,109
784.75,110
784.73,111
784.7,112
784.68,113
784.66,114
784.64,115
784.62,116
784.6,117
784.57,118
784.55,119
784.53,120
784.51,121
784.49,122
784.47,123
784.44,124
784.42,125
784.4,126
784.38,127
784.36,128
784.34,129
784.31,130
784.29,131
784.27,132
784.25,133
784.23,134
784.21,135
784.18,136
784.16,137
784.14,138
784.12,139
784.1,140
784.08,141
784.05,142
784.03,143
784.01,144
783.99,145
783.97,146
783.95,147
783.93,148
783.9,149
783.88,150
783.86,151
783.84,152
783.82,153
783.8,154
783.77,155
783.75,156
783.73,157
783.71,158
783.69,159
783.67,160
783.64,161
783.62,162
783.6,163
783.58,164
783.56,165
783.54,166
783.51,167
783.49,168
783.47,169
783.45,170
783.43,171
783.41,172
783.38,173
783.36,174
783.34,175
783.32,176
783.3,177
783.28,178
783.26,179
783.23,180
783.21,181
783.19,182
783.17,183
783.15,184
783.13,185
783.1,186
783.08,187
783.06,188
783.04,189
783.02,190
783.0,191
782.97,192
782.95,193
782.93,194
782.91,195
782.89,196
782.87,197
782.84,198
782.82,199
782.8,200
782.78,201
782.76,202
782.74,203
782.71,204
782.69,205
782.67,206
782.65,207
782.63,208
782.61,209
782.58,210
782.56,211
782.54,212
782.52,213
782.5,214
782.48,215
782.46,216
782.43,217
782.41,218
782.39,219
782.37,220
782.35,221
782.33,222
782.3,223
782.28,224
782.26,225
782.24,226
782.22,227
782.2,228
782.17,229
782.15,230
782.13,231
782.11,232
782.09,233
782.07,234
782.04,235
782.02,236
782.0,237
781.98,238
781.96,239
781.94,240
