powerInW,timeInMinutes
2123.24,0
2123.24,1
2123.24,2
2123.24,3
2123.23,4
2123.23,5
2123.23,6
2123.23,7
2123.22,8
2123.22,9
2123.22,10
2123.22,11
2123.22,12
2123.21,13
2123.21,14
2123.21,15
2123.21,16
2123.2,17
2123.2,18
2123.2,19
2123.2,20
2123.2,21
2123.19,22
2123.19,23
2123.19,24
2123.19,25
2123.18,26
2123.18,27
2123.18,28
2123.18,29
2123.18,30
2123.17,31
2123.17,32
2123.17,33
2123.17,34
2123.16,35
2123.16,36
2123.16,37
2123.16,38
2123.16,39
2123.15,40
2123.15,41
2123.15,42
2123.15,43
2123.14,44
2123.14,45
2123.14,46
2123.14,47
2123.14,48
2123.13,49
2123.13,50
2123.13,51
2123.13,52
2123.12,53
2123.12,54
2123.12,55
2123.12,56
2123.12,57
2123.11,58
2123.11,59
2123.11,60
2123.11,61
2123.1,62
2123.1,63
2123.1,64
2123.1,65
2123.1,66
2123.09,67
2123.09,68
2123.09,69
2123.09,70
2123.09,71
2123.08,72
2123.08,73
2123.08,74
2123.08,75
2123.07,76
2123.07,77
2123.07,78
2123.07,79
2123.07,80
2123.06,81
2123.06,82
2123.06,83
2123.06,84
2123.05,85
2123.05,86
2123.05,87
2123.05,88
2123.05,89
2123.04,90
2123.04,91
2123.04,92
2123.04,93
2123.03,94
2123.03,95
2123.03,96
2123.03,97
2123.03,98
2123.02,99
2123.02,100
2123.02,101
2123.02,102
2123.01,103
2123.01,104
2123.01,105
2123.01,106
2123.01,107
2123.0,108
2123.0,109
2123.0,110
2123.0,111
2122.99,112
2122.99,113
2122.99,114
2122.99,115
2122.99,116
2122.98,117
2122.98,118
2122.98,119
2122.98,120
2122.97,121
2122.97,122
2122.97,123
2122.97,124
2122.97,125
2122.96,126
2122.96,127
2122.96,128
2122.96,129
2122.95,130
2122.95,131
2122.95,132
2122.95,133
2122.95,134
2122.94,135
2122.94,136
2122.94,137
2122.94,138
2122.93,139
2122.93,140
2122.93,141
2122.93,142
2122.93,143
2122.92,144
2122.92,145
2122.92,146
2122.92,147
2122.91,148
2122.91,149
2122.91,150
2122.91,151
2122.91,152
2122.9,153
2122.9,154
2122.9,155
2122.9,156
2122.89,157
2122.89,158
2122.89,159
2122.89,160
2122.89,161
2122.88,162
2122.88,163
2122.88,164
2122.88,165
2122.87,166
2122.87,167
2122.87,168
2122.87,169
2122.87,170
2122.86,171
2122.86,172
2122.86,173
2122.86,174
2122.86,175
2122.85,176
2122.85,177
2122.85,178
2122.85,179
2122.84,180
2122.84,181
2122.84,182
2122.84,183
2122.84,184
2122.83,185
2122.83,186
2122.83,187
2122.83,188
2122.82,189
2122.82,190
2122.82,191
2122.82,192
2122.82,193
2122.81,194
2122.81,195
2122.81,196
2122.81,197
2122.8,198
2122.8,199
2122.8,200
2122.8,201
2122.8,202
2122.79,203
2122.79,204
2122.79,205
2122.79,206
2122.78,207
2122.78,208
2122.78,209
2122.78,210
2122.78,211
2122.77,212
2122.77,213
2122.77,214
2122.77,215
2122.76,216
2122.76,217
2122.76,218
2122.76,219
2122.76,220
2122.75,221
2122.75,222
2122.75,223
2122.75,224
2122.74,225
2122.74,226
2122.74,227
2122.74,228
2122.74,229
2122.73,230
2122.73,231
2122.73,232
2122.73,233
2122.72,234
2122.72,235
2122.72,236
2122.72,237
2122.72,238
2122.71,239
2122.71,240
